BP_A_bin	BP_B_bin	R2
27920000	29080000	0.250156
27920000	29090000	0.45606525000000003
27920000	29100000	0.28534349999999997
27920000	29120000	1.0
27920000	29130000	0.204649
27920000	29150000	0.210886
27920000	29160000	0.486661
27920000	29170000	0.204649
27920000	29190000	0.2875
27920000	29210000	0.264894
27920000	29220000	0.344156
27920000	29230000	0.335122
27920000	29240000	0.281811
27920000	29250000	0.206612
27920000	29270000	0.297534
27920000	29280000	0.204649
27920000	29290000	0.250135
27920000	29320000	0.355603
27920000	29350000	0.207792
27920000	29360000	0.401042
27920000	29380000	0.484888
27920000	29390000	0.23444150000000002
27920000	29400000	0.278853
27920000	29440000	0.891892
27920000	29450000	0.2626646666666667
27920000	29460000	0.211169
27920000	29470000	0.322635
27920000	29480000	0.240566
27920000	29490000	0.30538466666666664
27920000	29510000	0.292517
27920000	29530000	0.20786966666666665
27920000	29540000	0.310341
27920000	29550000	0.24858575
27920000	29560000	0.308108
27920000	29570000	0.206612
27920000	29590000	0.361179
27920000	29600000	0.2554935
27920000	29610000	0.31842499999999996
27920000	29620000	0.206612
27920000	29630000	0.231735
27920000	29640000	0.204649
27920000	29650000	0.217687
27920000	29670000	0.206612
27920000	29680000	0.2768865
27920000	29690000	0.22795749999999998
27920000	29700000	0.326705
27920000	29710000	0.204649
27920000	29720000	0.23745549999999999
27920000	29730000	0.201763
27920000	29740000	0.230294
27920000	29760000	0.200524
27920000	29780000	0.3858335
27920000	29800000	0.262082
27920000	29810000	0.27808533333333335
27920000	29820000	0.2485315
27920000	29860000	0.281811
27920000	29900000	0.2290345
27920000	29910000	0.345455
27920000	29920000	0.2500013333333333
27920000	29930000	0.2714335
27920000	29970000	0.279472
27920000	29980000	0.36005
27920000	30000000	0.257374
27920000	30010000	0.2514845
27920000	30020000	0.29775450000000003
27920000	30040000	0.28817985714285715
27920000	30050000	0.280912
27920000	30060000	0.3072935
27920000	30070000	0.24713949999999998
27920000	30080000	0.352896
27920000	30090000	0.253011
27920000	30100000	0.239433
27920000	30110000	0.36005
27920000	30120000	0.2668797777777778
27920000	30130000	0.32476499999999997
27920000	30140000	0.206612
27920000	30150000	0.20232450000000002
27920000	30160000	0.22783833333333334
27920000	30170000	0.3148903333333333
27920000	30180000	0.230296
27920000	30190000	0.2489935
27920000	30200000	0.25210366666666667
27920000	30210000	0.255653
27920000	30220000	0.30243625
27920000	30230000	0.29641649999999997
27920000	30240000	0.224553
27920000	30250000	0.27465999999999996
27920000	30330000	0.28672549999999997
27920000	30350000	0.239433
27920000	30360000	0.3305785
27920000	30370000	0.23845149999999998
27920000	30380000	0.217842
27920000	30400000	0.254821
27920000	30410000	0.279472
27920000	30420000	0.636364
27920000	30440000	0.211169
27920000	30460000	0.24711066666666667
27920000	30470000	0.295218
27920000	30480000	0.260627
27920000	30490000	0.2916265
27920000	30500000	0.30490775
27920000	30520000	0.28438725
27920000	30530000	0.20840999999999998
27920000	30540000	0.279472
27920000	30560000	0.206612
27920000	30570000	0.2774904
27920000	30580000	0.262886
27920000	30590000	0.24434975
27920000	30600000	0.2608456666666667
27920000	30610000	0.271849
27920000	30620000	0.2564895
27920000	30630000	0.272254
27920000	30640000	0.2791496666666667
27920000	30650000	0.210208
27920000	30660000	0.27862657142857145
27920000	30670000	0.2892613333333333
27920000	30680000	0.238095
27920000	30690000	0.272254
27920000	30700000	0.41160100000000005
27920000	30710000	0.222404
27920000	30720000	0.29894350000000003
27920000	30730000	0.2778315
27920000	30740000	0.23166325000000001
27920000	30750000	0.467181
27920000	30760000	0.3498333333333334
27920000	30770000	0.286991
27920000	30780000	0.879644
27920000	30790000	0.278103
27920000	30800000	0.219837
27920000	30810000	0.3623382857142857
27920000	30820000	0.272254
27920000	30830000	0.3403866
27920000	30840000	0.255724
27920000	30850000	0.272254
27920000	30860000	0.25437133333333334
27920000	30870000	0.272254
27920000	30880000	0.457812
27920000	30890000	0.241605
27920000	30900000	0.315447
27920000	30910000	0.3729075
27920000	30920000	0.210208
27920000	30930000	0.206612
27920000	30940000	0.272254
27920000	30950000	0.239433
27920000	30960000	0.52218975
27920000	30970000	0.258054
27920000	30990000	0.27236733333333335
27920000	31000000	0.2686905
27920000	31010000	0.24722
27920000	31030000	0.22783833333333334
27920000	31040000	0.24565175
27920000	31050000	0.285084
27920000	31060000	0.2897655
27920000	31080000	0.2378355
27920000	31090000	0.27364275
27920000	31110000	0.2549935
27920000	31120000	0.34545775
27920000	31130000	0.241231
27920000	31150000	0.297914
27920000	31230000	0.28869900000000004
27920000	31240000	0.25761533333333336
27920000	31260000	0.211169
27920000	31290000	0.2339266666666667
27920000	31300000	0.418537
27920000	31320000	0.244497
27920000	31330000	0.273412
27920000	31340000	0.282914
27920000	31350000	0.2998883333333333
27920000	31360000	0.33837866666666666
27920000	31370000	0.273606
27920000	31380000	0.26081299999999996
27920000	31400000	0.6191133333333333
27920000	31410000	0.3159443333333333
27920000	31420000	0.719298
27920000	31440000	0.345455
27920000	31450000	0.206612
27920000	31460000	0.342857
27920000	31470000	0.2262785
27920000	31490000	0.217503
27920000	31500000	0.5482262
27920000	31510000	0.60816
27920000	31530000	0.206612
27920000	31540000	0.2770585
27920000	31570000	0.257895
27920000	31580000	0.34336049999999996
27920000	31590000	0.204649
27920000	31600000	0.217503
27920000	31610000	0.301261
27920000	31620000	0.20595766666666668
27920000	31640000	0.24305366666666664
27920000	31660000	0.206612
27920000	31680000	0.235506
27920000	31690000	0.3967306666666666
27920000	31700000	0.227596
27920000	31710000	0.3189766666666667
27920000	31720000	0.297534
27920000	31730000	0.3428825
27920000	31740000	0.29050275000000003
27920000	31770000	0.345455
27920000	31780000	0.3571352
27920000	31800000	0.3216445
27920000	31810000	0.355789
27920000	31820000	0.3312325
27920000	31840000	0.2284502
27920000	31850000	0.21337166666666665
27920000	31860000	0.3667855
27920000	31870000	0.23403725
27920000	31880000	0.22167
27920000	31890000	0.2822926666666667
27920000	31900000	0.2191765
27920000	31910000	0.361179
27930000	27930000	0.265528
27930000	27940000	0.378117
27930000	27950000	0.357353
27930000	28010000	0.337955
27930000	28020000	0.266667
27930000	28030000	0.2071235
27930000	28040000	0.203361
27930000	28050000	0.245663
27930000	28070000	0.446429
27930000	28100000	0.2991162
27930000	28140000	0.215242
27930000	28150000	0.2
27930000	28180000	0.28372200000000003
27930000	28190000	0.246429
27930000	28200000	0.297417
27930000	28210000	0.225362
27930000	28230000	0.28580825
27930000	28250000	0.38322
27930000	28260000	0.25239
27930000	28270000	0.433883
27930000	28280000	0.341106
27930000	28290000	0.2072545
27930000	28310000	0.217228
27930000	28320000	0.202899
27930000	28330000	0.227318
27930000	28340000	0.3850072
27930000	28350000	0.21746
27930000	28360000	0.209473
27930000	28380000	0.264027
27930000	28410000	0.220794
27930000	28440000	0.2608695
27930000	28500000	0.633333
27930000	28520000	0.24503275
27930000	28570000	0.3453275
27930000	28610000	0.443852
27930000	28640000	0.366906
27930000	28650000	0.26466633333333334
27930000	28660000	0.292905
27930000	28670000	0.238432
27930000	28700000	0.22841099999999998
27930000	28710000	0.23928775000000002
27930000	28720000	0.359298
27930000	28740000	0.28337019999999996
27930000	28750000	0.3562145
27930000	28760000	0.277424
27930000	28770000	0.23133499999999999
27930000	28780000	0.30176000000000003
27930000	28820000	0.243324
27930000	28840000	0.634921
27930000	28860000	0.5447329999999999
27930000	28870000	0.409399
27930000	28880000	0.318442
27930000	28890000	0.241423
27930000	28900000	0.3187105
27930000	28920000	0.36005
27930000	28930000	0.213953
27930000	28940000	0.412065
27930000	28950000	0.216333
27930000	28960000	0.296437
27930000	28990000	0.2984934
27930000	29000000	0.236738
27930000	29010000	0.296703
27930000	29030000	0.3468095
27930000	29040000	0.27209500000000003
27930000	29050000	0.26376099999999997
27930000	29070000	0.253509
27930000	29080000	0.3049155
27930000	29090000	0.409399
27930000	29110000	0.247214
27930000	29120000	0.4641795
27930000	29160000	0.4641255
27930000	29190000	0.380278
27930000	29210000	0.2684465
27930000	29220000	0.2888114
27930000	29230000	0.2884745
27930000	29240000	0.268557
27930000	29260000	0.2720105
27930000	29300000	0.23460433333333333
27930000	29360000	0.252759
27930000	29370000	0.2322025
27930000	29380000	0.256826
27930000	29400000	0.2542855
27930000	29440000	0.40373499999999996
27930000	29450000	0.259003
27930000	29470000	0.263856
27930000	29480000	0.3862953333333334
27930000	29490000	0.26889949999999996
27930000	29530000	0.28125
27930000	29540000	0.215242
27930000	29550000	0.25903966666666667
27930000	29560000	0.477433
27930000	29570000	0.256931
27930000	29590000	0.222846
27930000	29600000	0.261632
27930000	29620000	0.355844
27930000	29650000	0.32594
27930000	29660000	0.316537
27930000	29680000	0.250183
27930000	29720000	0.24720399999999998
27930000	29730000	0.21968
27930000	29760000	0.40509100000000003
27930000	29770000	0.54
27930000	29860000	0.268557
27930000	29990000	0.204649
27930000	30020000	0.217228
27930000	30050000	0.212784
27930000	30060000	0.2809123333333333
27930000	30070000	0.242494
27930000	30100000	0.454545
27930000	30110000	0.206402
27930000	30120000	0.207287
27930000	30130000	0.316136
27930000	30170000	0.263273
27930000	30200000	0.2498486666666667
27930000	30210000	0.394807
27930000	30220000	0.213196
27930000	30240000	0.28237033333333333
27930000	30360000	0.257037
27930000	30370000	0.30325
27930000	30390000	0.321637
27930000	30400000	0.30051066666666665
27930000	30410000	0.380278
27930000	30420000	0.342503
27930000	30430000	0.301587
27930000	30440000	0.22228199999999998
27930000	30460000	0.2528515
27930000	30480000	0.201116
27930000	30530000	0.23801233333333335
27930000	30580000	0.206402
27930000	30610000	0.46311900000000006
27930000	30620000	0.21785
27930000	30630000	0.26727
27930000	30640000	0.232648
27930000	30650000	0.219213
27930000	30660000	0.2191305
27930000	30670000	0.203313
27930000	30680000	0.254386
27930000	30700000	0.25445866666666667
27930000	30710000	0.251209
27930000	30720000	0.2493125
27930000	30730000	0.263273
27930000	30740000	0.277009
27930000	30750000	0.210886
27930000	30760000	0.347852
27930000	30770000	0.22082800000000002
27930000	30780000	0.4083775
27930000	30800000	0.253509
27930000	30830000	0.205056
27930000	30860000	0.282656
27930000	30870000	0.42133849999999995
27930000	30880000	0.24722
27930000	30900000	0.42411400000000005
27930000	30910000	0.330688
27930000	30920000	0.2633344
27930000	30950000	0.454545
27930000	30960000	0.42793800000000004
27930000	30970000	0.239902
27930000	30990000	0.27773950000000003
27930000	31000000	0.477433
27930000	31010000	0.27971599999999996
27930000	31040000	0.201116
27930000	31060000	0.257143
27930000	31080000	0.454545
27930000	31090000	0.2780475
27930000	31130000	0.219213
27930000	31210000	0.400641
27930000	31220000	0.2310845
27930000	31230000	0.41367366666666666
27930000	31240000	0.2
27930000	31250000	0.23476999999999998
27930000	31280000	0.24350750000000002
27930000	31290000	0.204649
27930000	31300000	0.3397235
27930000	31320000	0.284444
27930000	31350000	0.21832725
27930000	31360000	0.355789
27930000	31370000	0.380278
27930000	31380000	0.23613499999999998
27930000	31390000	0.215252
27930000	31400000	0.5790763333333334
27930000	31410000	0.224787
27930000	31420000	0.636364
27930000	31460000	0.22807
27930000	31490000	0.5068055
27930000	31500000	0.27640125
27930000	31510000	0.2366085
27930000	31520000	0.254805
27930000	31530000	0.277424
27930000	31540000	0.233333
27930000	31550000	0.4639756666666666
27930000	31560000	0.24722
27930000	31570000	0.380278
27930000	31590000	0.204649
27930000	31600000	0.36005
27930000	31610000	0.257143
27930000	31640000	0.342308
27930000	31660000	0.3951503333333333
27930000	31680000	0.3171733333333333
27930000	31690000	0.38299833333333333
27930000	31720000	0.249513
27930000	31730000	0.267574
27930000	31740000	0.256931
27930000	31750000	0.209473
27930000	31760000	0.454545
27930000	31790000	0.239902
27930000	31800000	0.259059
27930000	31820000	0.253509
27930000	31850000	0.2526523333333333
27930000	31860000	0.251846
27930000	31870000	0.22567399999999999
27930000	31890000	0.454545
27930000	31910000	0.233333
27940000	27940000	0.40357975
27940000	27950000	0.22460560000000002
27940000	27960000	0.20920450000000002
27940000	28010000	0.23857314285714287
27940000	28020000	0.2288458
27940000	28050000	0.31852925
27940000	28060000	0.2487605
27940000	28070000	0.206612
27940000	28080000	0.256063
27940000	28100000	0.22425466666666669
27940000	28110000	0.2277556666666667
27940000	28120000	0.294893
27940000	28130000	0.2271188888888889
27940000	28140000	0.204649
27940000	28160000	0.21009899999999998
27940000	28170000	0.327485
27940000	28190000	0.3023345
27940000	28200000	0.288647
27940000	28210000	0.40970457142857136
27940000	28220000	0.254327
27940000	28230000	0.2487845
27940000	28240000	0.33404833333333334
27940000	28250000	0.27860825
27940000	28260000	0.2272946
27940000	28280000	0.6086955000000001
27940000	28290000	0.34285699999999997
27940000	28300000	0.34469299999999997
27940000	28310000	0.24536049999999998
27940000	28320000	0.233333
27940000	28330000	0.289625
27940000	28350000	0.281811
27940000	28360000	0.31442985714285715
27940000	28370000	0.27557945454545457
27940000	28380000	0.237021
27940000	28390000	0.23938900000000002
27940000	28400000	0.27876633333333334
27940000	28410000	0.251735
27940000	28420000	0.288095
27940000	28430000	0.345455
27940000	28440000	0.2273045
27940000	28450000	0.226891
27940000	28460000	0.408756
27940000	28470000	0.22403499999999998
27940000	28480000	0.295504
27940000	28490000	0.28121199999999996
27940000	28510000	0.226891
27940000	28520000	0.305513
27940000	28530000	0.23160975
27940000	28540000	0.30382899999999996
27940000	28550000	0.26958400000000005
27940000	28570000	0.2056305
27940000	28600000	0.20793033333333333
27940000	28610000	0.2708885
27940000	28620000	0.21821066666666666
27940000	28630000	0.272727
27940000	28660000	0.2378584
27940000	28670000	0.232697
27940000	28680000	0.34822233333333336
27940000	28690000	0.206612
27940000	28700000	0.23557999999999998
27940000	28710000	0.3179286666666667
27940000	28730000	0.2056305
27940000	28740000	0.279047
27940000	28750000	0.24979120000000005
27940000	28760000	0.267923
27940000	28770000	0.24827999999999997
27940000	28780000	0.3192815
27940000	28790000	0.246753
27940000	28820000	0.2597793333333333
27940000	28850000	0.204649
27940000	28860000	0.30506575
27940000	28870000	0.2755285
27940000	28880000	0.204649
27940000	28900000	0.25250649999999997
27940000	28910000	0.4376636666666667
27940000	28920000	0.3480568
27940000	28930000	0.234541
27940000	28940000	0.2300605
27940000	28950000	0.271147
27940000	28960000	0.3531655
27940000	28970000	0.32868175
27940000	28980000	0.342857
27940000	28990000	0.38056675
27940000	29000000	0.284076
27940000	29010000	0.34644625
27940000	29020000	0.218555
27940000	29030000	0.234877
27940000	29040000	0.29833133333333334
27940000	29050000	0.202426
27940000	29060000	0.206612
27940000	29080000	0.30557650000000003
27940000	29090000	0.27572216666666666
27940000	29100000	0.2135085
27940000	29120000	0.34185675
27940000	29150000	0.204649
27940000	29160000	0.257535
27940000	29170000	0.204649
27940000	29210000	0.355968
27940000	29230000	0.255992
27940000	29240000	0.342857
27940000	29270000	0.2056305
27940000	29280000	0.2025
27940000	29290000	0.218472
27940000	29300000	0.3051242
27940000	29310000	0.524476
27940000	29330000	0.264786
27940000	29340000	0.324675
27940000	29350000	0.230896
27940000	29370000	0.342857
27940000	29380000	0.2338695
27940000	29390000	0.229498
27940000	29400000	0.234541
27940000	29410000	0.204649
27940000	29430000	0.2799375
27940000	29450000	0.2216313333333333
27940000	29470000	0.23590075
27940000	29480000	0.3299505714285714
27940000	29490000	0.259615
27940000	29500000	0.495774
27940000	29510000	0.2056305
27940000	29530000	0.3920275
27940000	29540000	0.277816
27940000	29550000	0.3117255
27940000	29560000	0.26313533333333333
27940000	29570000	0.204649
27940000	29580000	0.204649
27940000	29590000	0.206612
27940000	29600000	0.3016925
27940000	29610000	0.2905795
27940000	29620000	0.3735355
27940000	29650000	0.20393266666666668
27940000	29660000	0.290909
27940000	29680000	0.26272999999999996
27940000	29700000	0.531982
27940000	29710000	0.28260966666666665
27940000	29720000	0.20803266666666667
27940000	29740000	0.26957749999999997
27940000	29750000	0.20393266666666668
27940000	29760000	0.2833975
27940000	29780000	0.23215985714285714
27940000	29790000	0.404959
27940000	29800000	0.327485
27940000	29810000	0.2510455
27940000	29820000	0.373306
27940000	29840000	0.30566
27940000	29860000	0.238661
27940000	29870000	0.20505600000000002
27940000	29880000	0.347518
27940000	29910000	0.215365
27940000	29920000	0.281811
27940000	29990000	0.636364
27940000	30030000	0.21743966666666667
27940000	30040000	0.23537942857142857
27940000	30060000	0.2099565
27940000	30090000	0.206612
27940000	30100000	0.28939400000000004
27940000	30130000	0.27931
27940000	30160000	0.204649
27940000	30170000	0.24296099999999998
27940000	30190000	0.21197633333333332
27940000	30200000	0.27583825
27940000	30220000	0.204649
27940000	30230000	0.230047
27940000	30240000	0.38669166666666666
27940000	30320000	0.402897
27940000	30330000	0.22265
27940000	30340000	0.214661
27940000	30350000	0.286173
27940000	30360000	0.251282
27940000	30370000	0.204649
27940000	30380000	0.2056305
27940000	30390000	0.3083863333333334
27940000	30400000	0.29314
27940000	30410000	0.226891
27940000	30420000	0.296703
27940000	30430000	0.269841
27940000	30440000	0.23154266666666667
27940000	30480000	0.222368
27940000	30490000	0.204649
27940000	30520000	0.204649
27940000	30530000	0.265963
27940000	30540000	0.419615
27940000	30550000	0.213301
27940000	30560000	0.206612
27940000	30570000	0.239111
27940000	30580000	0.206612
27940000	30590000	0.20913033333333333
27940000	30610000	0.289527
27940000	30620000	0.222606
27940000	30640000	0.3365065
27940000	30650000	0.233333
27940000	30660000	0.27151533333333333
27940000	30680000	0.2056305
27940000	30690000	0.206612
27940000	30700000	0.2273675
27940000	30710000	0.2723834
27940000	30730000	0.226991
27940000	30740000	0.21686450000000002
27940000	30750000	0.6023245
27940000	30760000	0.328205
27940000	30770000	0.226991
27940000	30780000	0.269974
27940000	30790000	0.206612
27940000	30800000	0.27554275
27940000	30830000	0.2056305
27940000	30850000	0.21577000000000002
27940000	30880000	0.345455
27940000	30890000	0.204649
27940000	30940000	0.6363635
27940000	30950000	0.226891
27940000	30960000	0.2301825
27940000	30990000	0.21577000000000002
27940000	31000000	0.342338
27940000	31010000	0.23430299999999998
27940000	31020000	0.21626075
27940000	31030000	0.24197950000000001
27940000	31060000	0.531982
27940000	31080000	0.224031
27940000	31090000	0.237344
27940000	31100000	0.220779
27940000	31110000	0.2025
27940000	31210000	0.275052
27940000	31230000	0.331262
27940000	31240000	0.30276000000000003
27940000	31250000	0.23086
27940000	31280000	0.270867
27940000	31290000	0.2558846666666667
27940000	31300000	0.288311
27940000	31310000	0.323555
27940000	31320000	0.232847
27940000	31330000	0.220408
27940000	31340000	0.217099625
27940000	31350000	0.2762174
27940000	31360000	0.24307525
27940000	31390000	0.359389
27940000	31400000	0.2035745
27940000	31410000	0.23021533333333333
27940000	31420000	0.23931325
27940000	31430000	0.243421
27940000	31440000	0.272727
27940000	31460000	0.25320339999999997
27940000	31500000	0.3685418333333333
27940000	31510000	0.4190293333333333
27940000	31520000	0.23536200000000002
27940000	31530000	0.29616116666666664
27940000	31540000	0.212019
27940000	31550000	0.332429
27940000	31560000	0.32872900000000005
27940000	31570000	0.21903
27940000	31580000	0.22969699999999998
27940000	31590000	0.283729
27940000	31600000	0.2596526666666667
27940000	31620000	0.24023033333333332
27940000	31630000	0.206612
27940000	31640000	0.24120766666666668
27940000	31660000	0.296703
27940000	31680000	0.231233
27940000	31690000	0.29477899999999996
27940000	31700000	0.3178815
27940000	31710000	0.305431
27940000	31720000	0.247849
27940000	31730000	0.289527
27940000	31740000	0.221502
27940000	31750000	0.224168
27940000	31760000	0.561832
27940000	31770000	0.218838
27940000	31780000	0.270624
27940000	31790000	0.206612
27940000	31800000	0.3162371666666666
27940000	31810000	0.29975925000000003
27940000	31820000	0.234084
27940000	31830000	0.217561
27940000	31840000	0.296253875
27940000	31850000	0.2358474
27940000	31860000	0.2814858571428571
27940000	31870000	0.242017
27940000	31880000	0.30511825
27940000	31890000	0.2823285555555556
27940000	31900000	0.21463
27950000	27950000	0.7118267142857143
27950000	27960000	1.0
27950000	27970000	0.27761749999999996
27950000	27980000	0.24366746153846153
27950000	28010000	0.2046224285714286
27950000	28020000	0.274867
27950000	28040000	0.21974833333333332
27950000	28050000	0.2369555714285714
27950000	28070000	0.436951
27950000	28080000	0.3290918888888889
27950000	28100000	0.33372820000000003
27950000	28130000	0.2232618
27950000	28170000	0.226891
27950000	28180000	0.264665
27950000	28190000	0.37294675
27950000	28200000	0.2314534
27950000	28210000	0.3585338571428571
27950000	28230000	0.30250350000000004
27950000	28240000	0.20873175
27950000	28250000	0.204649
27950000	28260000	0.3005776666666667
27950000	28280000	0.225209
27950000	28290000	0.40368583333333335
27950000	28300000	0.232697
27950000	28310000	0.3073229090909091
27950000	28320000	0.31570272727272725
27950000	28330000	0.26884314285714284
27950000	28340000	0.29387850000000004
27950000	28350000	0.448242
27950000	28370000	0.29602433333333333
27950000	28380000	0.34342
27950000	28390000	0.224031
27950000	28410000	0.236484
27950000	28420000	0.23983533333333332
27950000	28450000	0.20595766666666668
27950000	28460000	0.206612
27950000	28470000	0.204649
27950000	28480000	0.609419
27950000	28490000	0.252668
27950000	28500000	0.609419
27950000	28510000	0.2326896
27950000	28520000	0.340338
27950000	28530000	0.217687
27950000	28540000	0.454545
27950000	28550000	0.2167665
27950000	28560000	0.31398550000000003
27950000	28570000	0.34682799999999997
27950000	28600000	0.27226775
27950000	28610000	0.31244
27950000	28640000	0.3194276
27950000	28660000	0.30075466666666667
27950000	28670000	0.24702400000000002
27950000	28700000	0.297477
27950000	28710000	0.2146695
27950000	28720000	0.34096366666666666
27950000	28730000	0.2975063333333334
27950000	28740000	0.271765
27950000	28750000	0.211191
27950000	28760000	0.489517
27950000	28790000	0.224031
27950000	28810000	0.253509
27950000	28820000	0.306706625
27950000	28830000	0.22196825
27950000	28840000	0.204649
27950000	28850000	0.206612
27950000	28860000	0.20460766666666666
27950000	28870000	0.257143
27950000	28880000	0.3881023333333333
27950000	28890000	0.2942346666666667
27950000	28900000	0.21206999999999998
27950000	28910000	0.2463705
27950000	28920000	0.2056305
27950000	28930000	0.28925633333333334
27950000	28940000	0.206612
27950000	28950000	0.206612
27950000	28960000	0.341477
27950000	28970000	0.3161606666666667
27950000	28980000	0.4249336666666667
27950000	28990000	0.255487
27950000	29010000	0.223603
27950000	29020000	0.243353
27950000	29030000	0.20411175
27950000	29040000	0.26423386666666665
27950000	29050000	0.227821
27950000	29060000	0.206612
27950000	29080000	0.33440966666666666
27950000	29090000	0.22280133333333332
27950000	29100000	0.206612
27950000	29110000	0.22861333333333334
27950000	29120000	0.40801550000000003
27950000	29130000	0.22773100000000002
27950000	29150000	0.26338
27950000	29160000	0.46353300000000003
27950000	29180000	0.3175055
27950000	29190000	0.323761
27950000	29210000	0.6120016666666667
27950000	29220000	0.26998066666666665
27950000	29240000	0.36219650000000003
27950000	29250000	0.247392
27950000	29260000	0.318118
27950000	29270000	0.206612
27950000	29280000	0.204649
27950000	29290000	0.2087275
27950000	29300000	0.248649
27950000	29310000	0.36554400000000004
27950000	29320000	0.27384
27950000	29350000	0.31761316666666667
27950000	29360000	0.280912
27950000	29380000	0.3320995
27950000	29390000	0.309091
27950000	29430000	0.2699125
27950000	29440000	0.411279
27950000	29450000	0.204649
27950000	29460000	0.283331
27950000	29470000	0.543937
27950000	29480000	0.206612
27950000	29490000	0.2904525
27950000	29510000	0.2332766
27950000	29530000	0.23314572727272728
27950000	29550000	0.255139
27950000	29560000	0.251732
27950000	29570000	0.2717693333333333
27950000	29580000	0.20612124999999998
27950000	29590000	0.20595766666666668
27950000	29600000	0.259526
27950000	29610000	0.334854
27950000	29620000	0.20411175
27950000	29630000	0.255326
27950000	29640000	0.224031
27950000	29650000	0.3215705
27950000	29660000	0.2653816363636364
27950000	29670000	0.31279687500000003
27950000	29680000	0.217145
27950000	29700000	0.20595766666666668
27950000	29720000	0.281539
27950000	29730000	0.27603066666666665
27950000	29740000	0.434345
27950000	29760000	0.211168
27950000	29780000	0.5068651428571428
27950000	29820000	0.30977175
27950000	29900000	0.22888033333333335
27950000	29920000	0.399515
27950000	29930000	0.2649863333333333
27950000	29970000	0.266928
27950000	29980000	0.420592
27950000	29990000	0.380703
27950000	30000000	0.274815
27950000	30010000	0.27374166666666666
27950000	30020000	0.2513522
27950000	30030000	0.20393266666666668
27950000	30040000	0.2793275
27950000	30050000	0.540544
27950000	30060000	0.22040300000000002
27950000	30070000	0.2584945
27950000	30080000	0.221354
27950000	30090000	0.27821825
27950000	30100000	0.2653565
27950000	30110000	0.4193335
27950000	30120000	0.39208375
27950000	30130000	0.24573542857142858
27950000	30140000	0.226891
27950000	30150000	0.224031
27950000	30160000	0.24540875
27950000	30170000	0.5866702
27950000	30190000	0.28111342857142857
27950000	30200000	0.37348180000000003
27950000	30210000	0.2906862
27950000	30220000	0.29405149999999997
27950000	30230000	0.26634820000000003
27950000	30240000	0.3398828
27950000	30250000	0.28379916666666666
27950000	30320000	0.362146
27950000	30330000	0.24935900000000003
27950000	30340000	0.25091450000000004
27950000	30350000	0.25253466666666663
27950000	30360000	0.3628595
27950000	30370000	0.380044
27950000	30380000	0.290689
27950000	30390000	0.312819
27950000	30400000	0.24725083333333334
27950000	30410000	0.2362903846153846
27950000	30420000	0.3454358
27950000	30430000	0.26979220000000004
27950000	30440000	0.250329
27950000	30460000	0.291089
27950000	30470000	0.38509875
27950000	30480000	0.254291
27950000	30490000	0.2504662857142857
27950000	30500000	0.266928
27950000	30520000	0.2529915
27950000	30530000	0.30878275
